Front	Back	Tags
agony	[ˈægəni] <br>苦恼，（极大的）痛苦ce are the true features ofignorance.n)Butler虚荣、骄矜和傲慢。英了巴特勒 <br><br>【助记】 agon（斗争）十y（名词后缀）→斗争会导致痛苦→痛苦	红宝书 基础词 Unit08
tow	[toʊ] v. <br>拖，拉，牵引[tawo:d(z)]prep. （表示运动方向）向；（表示关系）对于；（表示时间）将近；（表示目的）为了	红宝书 必考词 Unit09
take	[teɪk] <br>u.（took，taken）拿取，携带；带去，引l领；吃，服用；记录，拍摄；取得，接受；需要，花费；捕获，抓住；认为，当做 n.（一次）录音，（一次）拍摄；看法，意见，观点；收人额；捕捞量	红宝书 必考词 Unit09
talent	[ˈtælənt] <br>才能，天资，天才 <br><br>【助记】 tale（故事）加上“nt”就是talent（天才）	红宝书 必考词 Unit09
target	[ˈtərgət] <br>n.目标，对象，靶子 ut.把.…..·作为目标	红宝书 必考词 Unit09
taste	[teɪst] <br>ut.品尝，辨味；体验，感到 n.滋味，味觉；（趣）味，鉴赏力 <br><br>【助记】 他taste（感到）自己是个waste（废物）	红宝书 必考词 Unit09
technical	[ˈtɛknɪkəl] <br><br>【助记】 techn（技术）十ical（形容词后缀）→技	红宝书 必考词 Unit09
technician	[tɛkˈnɪʃən] <br>银词缀预览 不足，不够”；表示“副手” 术的 技术的，工艺的 <br><br>【助记】 techn（技术）十ician（表示某种人）一技术员技术员，技师，技工	红宝书 必考词 Unit09
technique	[tɛkˈnik] <br><br>【助记】 techn（技术）+ique（名词后缀）→技术技术，技能	红宝书 必考词 Unit09
technology	[tɛkˈnɑləʤi] <br><br>【助记】 techn（技术）十ology（名词后缀，表示学科、科目）→科技工艺，科技	红宝书 必考词 Unit09
teenager	[ˈtiˌneɪʤər] <br>青少年	红宝书 必考词 Unit09
temper	[ˈtɛmpər] <br>心情，脾气；硬度，韧度	红宝书 必考词 Unit09
temperature	[ˈtɛmpərəʧər] <br>temperat（e）（温和的）+ure（名词后缀)→温度温度，体温	红宝书 必考词 Unit09
temporal	[ˈtɛmpərəl] <br>世间的，世俗的，现世的；时间的，时间35	红宝书 必考词 Unit09
temporary	[ˈtɛmpərˌɛri] <br>方面的 <br><br>【助记】 tempor（时间）ary（形容词后缀）短时间的一暂时的暂时的，临时的	红宝书 必考词 Unit09
tempt	[tɛmpt] v. <br>引诱，诱惑；吸引，使感兴趣	红宝书 必考词 Unit09
temptation	[tɛmˈteɪʃən] <br><br>【助记】 tempt（诱惑）十ation（名词后缀）诱惑诱惑，引诱	红宝书 必考词 Unit09
tend	[tɛnd] <br>趋向，倾向；易于，往往会；照料，看护 <br><br>【助记】 tend（看护）好tent（帐篷）	红宝书 必考词 Unit09
tendency	[ˈtɛndənsi] <br>趋势，趋向 <br><br>【助记】 tend（趋向）十ency（名词后缀）→趋向	红宝书 必考词 Unit09
tentative	[ˈtɛntətɪv] <br>试验（性）的，试探（性）的，暂时（性的，（凭）推测的 <br><br>【助记】 tent（帐篷）+ative（形容词后缀）篷只是暂时性的住所一暂时的	红宝书 必考词 Unit09
term	[tərm] <br>13:m 学期；任期，期限；条件，条款；术语，有名词；关系，地位	红宝书 必考词 Unit09
terminal	[ˈtərmənəl] <br>n.终点站；终端，终端机；（电路的端子，线接头 adj.患绝症的，晚期的；不治的，至命的；不可救药的；无可挽回的末的，末梢的 <br><br>【助记】 termin（界限）+al（形容词兼名词缀）→有界限的→终端	红宝书 必考词 Unit09
terminate	[ˈtərməˌneɪt] <br><br>【助记】 termin（界限）一ate（动词后缀）一使36·	红宝书 必考词 Unit09
testify	[ˈtɛstɪˌfaɪ] <br>证实，作证，证明；（to）表明，说明 红宝书 界限→使终止 停止，结束，使终止 <br><br>【助记】 test（测验，考察，考验，化验）十ify（动词后缀，使····进行考查→证实	红宝书 必考词 Unit09
trace	[treɪs] <br>n.痕迹，踪迹；微量，少许 .追踪，跟踪；查出，找到；描绘，勾画	红宝书 必考词 Unit09
track	[træk] <br>n.足迹，踪迹；小道，小径 v.跟踪，追踪	红宝书 必考词 Unit09
tradition	[trəˈdɪʃən] <br>传统，惯例	红宝书 必考词 Unit09
ultimate	[ˈəltəmət] <br>最后的，最终的；极点的，终极的；基本的，根本的；最大的，最高的	红宝书 必考词 Unit09
underestimate	[ˈəndərˈɛstəˌmeɪt] <br><br>【助记】 under（在......之下）+estimate（估计）→低估低估	红宝书 必考词 Unit09
undergo	[ˌəndərˈgoʊ] <br><br>【助记】 under（在.....之下）→go（进行）→在下面进行遭受经历，遭受，忍受	红宝书 必考词 Unit09
underlie	[ˌəndərˈlaɪ] <br><br>【助记】 under（在…..之下）+lie（位于）一位于···之下位于····之下；引起，成…··的基础（或起因）	红宝书 必考词 Unit09
underlying	[ˌəndərˈlaɪɪŋ] <br>under（在.….…之下）+ly+ing（形容词后缀）→在下面的 在下面的；根本的；潜在的	红宝书 必考词 Unit09
underline	[ˈəndərˌlaɪn]	红宝书 必考词 Unit09
understand	[ˌəndərˈstænd] v. <br>懂，理解；获悉，听说；揣测，认为 下划线 在·...下划线；强调 <br><br>【助记】 under（在.....之下）十stand（站）→站在下面→深入下层→理解	红宝书 必考词 Unit09
understanding	[ˌəndərˈstændɪŋ] <br>n.理解，理解力，谅解 adj.了解的，通情达理的undertake[Andateik]ut.（-took,-taken)下→接受，承担 承担，接受；着手做，从事；同意，保证；负责 <br><br>【助记】 understand（理解）+ing（名词后缀）→理解 under（在··....之下）+take（拿）→拿	红宝书 必考词 Unit09
uneasy	[əˈnizi] <br><br>【助记】 un（不）十easy（安心的）→不安宁的心神不宁的，不安宁的；令人不安的，不自在的	红宝书 必考词 Unit09
unemployment	[ˌənɪmˈplɔɪmənt] <br>失业，失业人数 <br><br>【助记】 un（不）+employ（雇佣）十ment（名词后缀）→不被雇佣→失业	红宝书 必考词 Unit09
unexpected	[ˌənɪkˈspɛktɪd] <br>想不到的，意外的 <br><br>【助记】 un（不）十expect（预料）十ed（形容词后缀，····的）不能预测的→想不到的	红宝书 必考词 Unit09
unify	[ˈjunəˌfaɪ] <br>使成一体，统一；使相同，使一致 <br><br>【助记】 uni（唯一）十fy（动词后缀）-使成为唯—→统—	红宝书 必考词 Unit09
unique	[juˈnik] <br>一致，融洽；联合，合并；协会，工会， 同盟 <br><br>【助记】 uni（唯一）十que（形容词后缀）→唯一的唯一的，独一无二的	红宝书 必考词 Unit09
universal	[ˌjunəˈvərsəl] <br><br>【助记】 uni（唯一）十vers（转）十al（形容词后缀）→转换成唯一的→普遍的普遍的，全体的，通用的；宇宙的，世界的	红宝书 必考词 Unit09
universe	[ˈjunəˌvərs] <br><br>【助记】 我在universe（宇宙）university（大学）学习宇宙，万物	红宝书 必考词 Unit09
unlike	[ənˈlaɪk] <br>adj.不同的，不相似的 prep.不像，和....不同 <br><br>【助记】 un（不十like（相同的）→不同的	红宝书 必考词 Unit09
unlikely	[ənˈlaɪkli] <br><br>【助记】 unlike（不像）+ly（形容词后缀）→不像的未必的，靠不住的，不像的	红宝书 必考词 Unit09
unusual	[ənˈjuˌʒuəl] <br><br>【助记】 un（不）十usual（通常的）→不平常的不平常的，与众不同的	红宝书 必考词 Unit09
vague	[veɪg] <br>含（模）糊的，不明确的	红宝书 必考词 Unit09
vain	[veɪn] <br>徒劳的，无效的；自负的，爱虚荣的	红宝书 必考词 Unit09
valid	[ˈvælɪd] <br>合理的，有效的，有根据的；具有法律效力的 <br><br>【助记】 val（强）十id（形容词后缀）→强有力的→有效的	红宝书 必考词 Unit09
valuable	[ˈvæljəbəl] <br>adj.贵重的，有价值的 n.（pl.）贵重物品，财宝 <br><br>【助记】 valu（价值）一able（形容词后缀）→价值的	红宝书 必考词 Unit09
value	[ˈvælju] <br>n.价值；价格；重要性，益处；（pl.价值观，标准 ut.估价，评价；尊重，重视	红宝书 必考词 Unit09
vanish	[ˈvænɪʃ] <br>突然消失，逐渐消散	红宝书 必考词 Unit09
variable	[ˈvɛriəbəl] <br>adj.易变的，可变的，变量的 n.可变因素；变数 <br><br>【助记】 vari（变化）+able（能....·的）→能变化的→可变的	红宝书 必考词 Unit09
variance	[ˈvɛriəns] <br>变化幅度，差额	红宝书 必考词 Unit09
variation	[ˌvɛriˈeɪʃən] <br><br>【助记】 vari（变化）十ation（名词后缀）→变化变化，变动；变种，变异	红宝书 必考词 Unit09
variety	[vərˈaɪəti] <br>种种，多种多样；种类，品种 <br><br>【助记】 vari（变化）+ety（名词后缀）→很多变化→多种多样	红宝书 必考词 Unit09
various	[ˈvɛriəs] <br>各种各样的，不同的 <br><br>【助记】 vari（变化）十ous（形容词后缀）→很变化的一各种各样的	红宝书 必考词 Unit09
vary	[ˈvɛri] v. <br>改变，变化	红宝书 必考词 Unit09
vast	[væst] <br>巨大的，辽阔的；大量的，巨额的 <br><br>【助记】 vast（巨大的）vase（花瓶）	红宝书 必考词 Unit09
wage	[weɪʤ] <br>38	红宝书 必考词 Unit09
wander	[ˈwɑndər] <br>工宝书 <br><br>【助记】 那老人能在冰上wander（漫步），我很	红宝书 必考词 Unit09
wonder	[ˈwəndər] <br>漫步，徘徊；迷路；走神，开小差，（神情）恍惚；离题	红宝书 必考词 Unit09
want	[wɔnt] <br>v.想要，希望；需要，短缺，缺少 n.短缺，缺少，必需品	红宝书 必考词 Unit09
way	[weɪ] <br>方法，方式；方面；方向；道路，路线；习俗，作风 <br><br>【助记】 用这种way（方式）给地板wax（打蜡）	红宝书 必考词 Unit09
weak	[wik] <br><br>【助记】 weak（虚弱的）她已经躺在床上一 week（周）了虚弱的，软弱的；差的，不够标准的；淡的，稀的	红宝书 必考词 Unit09
wear	[wɛr] <br>穿，戴；留，蓄（发、须等）	红宝书 必考词 Unit09
weary	[ˈwɪri] <br>.使厌烦，使疲劳 adj.疲劳的，疲倦的；使人疲劳的 <br><br>【助记】 一件衣服wear（穿）了“y”年，weary（使人厌烦）	红宝书 必考词 Unit09
weigh	[weɪ] <br>称···重量，称；（对看法或决定）有影响，有分量；掂量，权衡，比较	红宝书 必考词 Unit09
weight	[weɪt] <br>n.重量，分量；重（的特性）；重要性，严重性或影响力（的程度） ut.在（某物）上加重量，使某物重些；给某人加负担，使某人负重	红宝书 必考词 Unit09
weird	[wɪrd] <br>adj.怪异的，超自然的，神秘的，不可思议的②n.命运，前兆	红宝书 必考词 Unit09
welfare	[ˈwɛlˌfɛr] <br>福利，幸福，好处	红宝书 必考词 Unit09
whirl	[wərl] <br>u.旋转，急转；（头）发晕，（感觉等）变混乱 n.回旋，旋转，急转；眩晕，混乱	红宝书 必考词 Unit09
whisper	[ˈwɪspər] <br>u.低语，耳语，嘀咕 n.低语，耳语，私语；传闻，谣言	红宝书 必考词 Unit09
yield	[jild] <br>v.生产，产生，带来；放弃，屈服 n.产量，收获	红宝书 必考词 Unit09
youth	[juθ] <br>青春，青春期；年轻人	红宝书 必考词 Unit09
zigzag	[ˈzɪgzæg] <br>lf you adore yyou are obliged tocrea	红宝书 必考词 Unit09
german	[ˈʤərmən] <br>你若喜爱你自己的价值	红宝书 必考词 Unit09
zone	[zoʊn] <br>π.地带，分布带；地区，区域 u.分区，划分地带OOzzu:m n.变焦镜头；喻喻声②u.飞驰，飞快地掠过；（价格等）急剧上涨，突然扩大 adj.之字形的，锯齿形的 n.之字形，曲折 u.呈之字形移动，曲折行进 <br><br>【助记】 room（房间）里的蚊子发出zoom（喻喻声）	红宝书 必考词 Unit09
key	[ki] <br>n.钥匙；（to）答案，解答；关键；键，琴键 adj.主要的，关键的 .（to）使适应（用）；使和谐	红宝书 必考词 Unit09
knit	[nɪt] v. <br>编织，编结；针织，机织；[作该义时，过去式、过去分词常用knit]（使）愈合，接合；（使）紧密结合our own value,tevaluefor theworld.y） Goethe你就得给世界创造价值。德歌德39	红宝书 必考词 Unit09
battle	[ˈbætəl] <br>n.战役，战斗，斗争 vi.战斗，斗争，搏斗 e（去掉，变坏，离开，变慢，向下）	红宝书 基础词 Unit09
battery	[ˈbætəri] <br>电池（组），电瓶；炮兵连，炮组，炮台 <br><br>【助记】 batter（接连猛击）十y→能用炮弹接连猛击敌人的设施→炮台	红宝书 基础词 Unit09
bay	[beɪ] <br>n.（海或湖的）湾；分隔间（户外或室内的，用以停放车辆，存放货物等）；（建筑物的）突出结构；栗色马 v.（尤指捕猎时）发出长，低沉地吠叫；厉声强要 adj.深棕色的，枣红色的	红宝书 基础词 Unit09
adhere	[əˈdhɪr] <br>粘附，附着；（to）坚持，遵守	红宝书 基础词 Unit09
adjacent	[əˈʤeɪsənt] <br>（to）邻近的，毗连的	红宝书 基础词 Unit09
adolescent	[ˌædəˈlɛsənt] <br>adj.青少年的，青春期的 n.（大约13到17岁之间的）青少年 <br><br>【助记】 ad（to为了）十olesc（growup长大）十 ent（形容词后缀）→为了长大的→青少年的	红宝书 基础词 Unit09
adore	[əˈdɔr] vt. <br>银词缀预览 <br><br>【助记】 我adore（喜爱）adorn（装饰）崇拜，爱慕，敬爱	红宝书 基础词 Unit09
advent	[ˈædˌvɛnt] <br><br>【助记】 ad（to为了）+vent（come来到）→到来（尤指不寻常的人或事）出现，到来	红宝书 基础词 Unit09
adventure	[ədˈvɛnʧər] <br><br>【助记】 ad（向）+ven（来）十ture（名词和动词后缀）→面向未来需要冒险→冒险冒险，惊险活动；奇遇	红宝书 基础词 Unit09
adverse	[ˌædˈvərs] <br><br>【助记】 把adverse（不友好的）“d”去掉就是 averse（反对的）不友好的，敌对的；不利的，有害的；（方向上）逆的，（位置上）相反的	红宝书 基础词 Unit09
advertise	[ˈædvərˌtaɪz] v. <br><br>【助记】 advert（广告）十ise（动词后缀）→做广告做广告，登广告宣传	红宝书 基础词 Unit09
ceiling	[ˈsilɪŋ] <br>天花板；最高限度	红宝书 基础词 Unit09
cell	[sɛl] <br>细胞；小囚房，蜂房；电池	红宝书 基础词 Unit09
cement	[sɪˈmɛnt] <br>147·	红宝书 基础词 Unit09
censorship	[ˈsɛnsərˌʃɪp] <br>审查，检查，审查制度 .胶合；巩固，加强	红宝书 基础词 Unit09
census	[ˈsɛnsəs] <br><br>【助记】 cens（判断）十us（我们）→判断我们人数→人口普查人口普查（调查）	红宝书 基础词 Unit09
cent	[sɛnt] <br>分；分值的硬币center/centre	红宝书 基础词 Unit09
central	[ˈsɛntrəl] <br><br>【助记】 centr（e）（中心）十al（形容词后缀）中心的中心的，中枢的；主要的	红宝书 基础词 Unit09
century	[ˈsɛnʧəri] <br>世纪，（一）百年centigrade/Celsius  sentigreid/ selsia n.摄氏温度计，百分度 adj.摄氏的（略为C）（华氏的 <br><br>【助记】 centi（百分之一）十grade（度）→百分度	红宝书 基础词 Unit09
fahrenheit	[ˈfɛrənˌhaɪt] <br>[sentmi:ta(r)]之一米→厘米厘米 <br><br>【助记】 centi（百分之一）十meter（米）→百	红宝书 基础词 Unit09
cereal	[ˈsɪriəl] <br>n.谷类食品，谷类 adj.谷类的，谷类制成的	红宝书 基础词 Unit09
debt	[dɛt] <br>债，债务	红宝书 基础词 Unit09
debut	[ˈdeɪbju] <br>（演员、运动员）首次亮相；初次登台	红宝书 基础词 Unit09
decay	[dɪˈkeɪ]	红宝书 基础词 Unit09
deceit	[dɪˈsit] <br>欺骗，欺骗行为 红宝书 u.腐朽，腐烂；失去权力，活力，影响等 n.衰退；腐朽，腐烂 <br><br>【助记】 de（不）十ceit（拿）→不诚实去拿→欺骗	红宝书 基础词 Unit09
